1,4,160.000000,252.000000,47.893000,108.680000,0.346480,-1.000000,-1.000000,-1.000000
2,4,156.335292,234.275894,56.767651,128.762573,0.564320,-1.000000,-1.000000,-1.000000
3,4,152.670583,216.551788,65.642302,148.845146,0.782160,-1.000000,-1.000000,-1.000000
4,4,149.005875,198.827682,74.516953,168.927719,1.000000,-1.000000,-1.000000,-1.000000
5,4,154.876770,197.998810,73.906250,167.461945,1.000000,-1.000000,-1.000000,-1.000000
6,4,173.163086,233.383484,54.987465,124.446213,1.000000,-1.000000,-1.000000,-1.000000
7,4,184.789749,242.983673,47.163208,106.641449,1.000000,-1.000000,-1.000000,-1.000000
1,3,396.000000,178.000000,104.000000,236.000000,0.354980,-1.000000,-1.000000,-1.000000
2,3,407.273682,177.825562,103.380188,234.614441,1.000000,-1.000000,-1.000000,-1.000000
3,3,421.594543,176.980896,103.581787,235.078415,1.000000,-1.000000,-1.000000,-1.000000
4,3,428.591431,176.869324,103.187531,234.177277,1.000000,-1.000000,-1.000000,-1.000000
5,3,449.177521,202.817642,86.466187,196.042969,1.000000,-1.000000,-1.000000,-1.000000
6,3,454.948853,201.720657,79.640259,180.553543,1.000000,-1.000000,-1.000000,-1.000000
7,3,462.376068,192.579376,92.413879,209.729370,1.000000,-1.000000,-1.000000,-1.000000
8,3,464.321289,183.982956,98.075996,222.515381,1.000000,-1.000000,-1.000000,-1.000000
9,3,462.948730,182.187302,100.558060,228.210388,1.000000,-1.000000,-1.000000,-1.000000
10,3,472.148743,178.915070,102.546066,232.710419,1.000000,-1.000000,-1.000000,-1.000000
11,3,476.893188,177.350342,103.367111,234.584747,1.000000,-1.000000,-1.000000,-1.000000
12,3,480.096405,176.602081,103.618828,235.162384,1.000000,-1.000000,-1.000000,-1.000000
13,3,490.901978,175.482117,104.617599,237.433838,1.000000,-1.000000,-1.000000,-1.000000
14,3,495.647278,180.004547,101.701706,230.824768,1.000000,-1.000000,-1.000000,-1.000000
15,3,495.392700,176.921082,103.791565,235.547943,1.000000,-1.000000,-1.000000,-1.000000
16,3,506.375092,177.709427,102.921844,233.583282,1.000000,-1.000000,-1.000000,-1.000000
17,3,511.620392,177.763794,103.014267,233.792023,1.000000,-1.000000,-1.000000,-1.000000
18,3,536.348267,191.425079,87.908356,199.315536,1.000000,-1.000000,-1.000000,-1.000000
19,3,543.722900,185.172089,95.567703,216.886108,1.000000,-1.000000,-1.000000,-1.000000
16,15,275.000000,203.000000,62.220000,141.190000,0.140400,-1.000000,-1.000000,-1.000000
17,15,288.000000,210.000000,43.854000,99.514999,1.000000,-1.000000,-1.000000,-1.000000
18,15,283.950531,201.396423,63.089882,142.921539,1.000000,-1.000000,-1.000000,-1.000000
19,15,286.743042,202.967438,62.469082,141.399048,1.000000,-1.000000,-1.000000,-1.000000
20,15,285.704651,202.234863,62.450462,141.470551,1.000000,-1.000000,-1.000000,-1.000000
21,15,293.416260,207.211655,59.621998,134.936050,1.000000,-1.000000,-1.000000,-1.000000
22,15,300.968201,206.576233,59.846916,135.361511,1.000000,-1.000000,-1.000000,-1.000000
23,15,310.072952,208.588120,55.852734,126.353756,1.000000,-1.000000,-1.000000,-1.000000
24,15,319.177704,210.600006,51.858551,117.346001,1.000000,-1.000000,-1.000000,-1.000000
25,15,324.276917,210.135040,51.989113,117.651004,1.000000,-1.000000,-1.000000,-1.000000
26,15,329.376129,209.670074,52.119675,117.956006,1.000000,-1.000000,-1.000000,-1.000000
27,15,334.475342,209.205109,52.250237,118.261009,1.000000,-1.000000,-1.000000,-1.000000
8,13,143.000000,242.000000,86.667000,196.670000,0.080004,-1.000000,-1.000000,-1.000000
9,13,146.652725,195.281250,105.162987,238.704376,1.000000,-1.000000,-1.000000,-1.000000
10,13,140.866241,182.076324,108.594978,246.492157,1.000000,-1.000000,-1.000000,-1.000000
11,13,148.677628,175.726807,110.164055,250.066635,1.000000,-1.000000,-1.000000,-1.000000
12,13,153.328964,173.511627,110.701462,251.272125,1.000000,-1.000000,-1.000000,-1.000000
13,13,154.887604,162.970703,117.254128,266.168457,1.000000,-1.000000,-1.000000,-1.000000
23,13,248.923950,179.993164,109.677368,248.948288,1.000000,-1.000000,-1.000000,-1.000000
24,13,259.228119,178.083801,109.610546,248.796661,1.000000,-1.000000,-1.000000,-1.000000
25,13,269.532288,176.174438,109.543724,248.645035,1.000000,-1.000000,-1.000000,-1.000000
26,13,276.655558,177.163788,104.558512,237.282257,1.000000,-1.000000,-1.000000,-1.000000
27,13,283.778829,178.153137,99.573301,225.919479,1.000000,-1.000000,-1.000000,-1.000000
28,13,290.902100,179.142487,94.588089,214.556702,1.000000,-1.000000,-1.000000,-1.000000
23,20,-8.000000,183.000000,43.854000,99.515000,0.038850,-1.000000,-1.000000,-1.000000
24,20,-5.808722,179.879120,45.949963,103.912827,1.000000,-1.000000,-1.000000,-1.000000
25,20,-4.938142,178.595291,46.748024,105.749062,1.000000,-1.000000,-1.000000,-1.000000
26,20,1.187415,177.670620,46.305784,104.739260,1.000000,-1.000000,-1.000000,-1.000000
27,20,7.312973,176.745949,45.863544,103.729458,1.000000,-1.000000,-1.000000,-1.000000
28,20,13.438531,175.821278,45.421305,102.719656,1.000000,-1.000000,-1.000000,-1.000000
29,20,19.564089,174.896606,44.979065,101.709854,1.000000,-1.000000,-1.000000,-1.000000
